,Season,Age,Squad,Country,Comp,LgRank,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Awards,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3
0,2012-2013,19,Paris S-G,fr FRA,1. Ligue 1,1st,2,1,103,1.1,1,0.87,4.0,3.0,75.0,0,2,0,1,100.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2013-2014,20,Lens,fr FRA,2. Ligue 2,2nd,34,34,"3,030",33.7,33,0.98,119.0,86.0,72.3,16,12,5,14,41.2,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2014-2015,21,Bastia,fr FRA,1. Ligue 1,12th,35,35,"3,150",35.0,42,1.2,140.0,98.0,70.0,12,9,14,11,31.4,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2015-2016,22,Villarreal,es ESP,1. La Liga,4th,32,32,"2,880",32.0,26,0.81,104.0,80.0,76.0,17,8,7,15,46.9,2.0,1.0,1.0,0.0,50.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2016-2017,23,Paris S-G,fr FRA,1. Ligue 1,2nd,15,14,"1,297",14.4,14,0.97,35.0,21.0,62.9,9,2,3,6,42.9,1.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,2017-2018,24,Paris S-G,fr FRA,1. Ligue 1,1st,34,34,"3,060",34.0,25,0.74,102.0,77.0,76.5,26,6,2,17,50.0,3.0,1.0,1.0,1.0,50.0,2,833.0,899.0,92.7,18928.0,12913.0,153.0,154.0,99.4,514.0,518.0,99.2,156.0,217.0,71.9
6,2018-2019,25,Paris S-G,fr FRA,1. Ligue 1,1st,21,21,"1,890",21.0,17,0.81,66.0,50.0,80.3,16,3,2,11,52.4,4.0,4.0,0.0,0.0,0.0,1,445.0,516.0,86.2,10564.0,7543.0,94.0,94.0,100.0,251.0,254.0,98.8,99.0,166.0,59.6
7,2019-2020,26,Paris S-G,fr FRA,1. Ligue 1,1st,3,3,270,3.0,2,0.67,3.0,1.0,33.3,2,0,1,2,66.7,0.0,0.0,0.0,0.0,0.0,1,57.0,58.0,98.3,1073.0,843.0,23.0,23.0,100.0,27.0,27.0,100.0,6.0,6.0,100.0
8,2019-2020,26,Real Madrid,es ESP,1. La Liga,1st,4,4,360,4.0,5,1.25,14.0,9.0,78.6,3,1,0,1,25.0,2.0,2.0,0.0,0.0,0.0,1,113.0,134.0,84.3,2890.0,1887.0,17.0,17.0,100.0,65.0,65.0,100.0,31.0,52.0,59.6
9,2020-2021,27,Fulham,eng ENG,1. Premier League,18th,36,36,"3,240",36.0,48,1.33,161.0,114.0,73.9,5,13,18,9,25.0,6.0,6.0,0.0,0.0,0.0,0,746.0,1014.0,73.6,18222.0,12486.0,272.0,274.0,99.3,254.0,256.0,99.2,204.0,465.0,43.9
10,2021-2022,28,West Ham,eng ENG,1. Premier League,7th,1,1,90,1.0,1,1.0,3.0,2.0,66.7,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,21.0,40.0,52.5,785.0,656.0,2.0,2.0,100.0,8.0,8.0,100.0,11.0,30.0,36.7
11,2022-2023,29,West Ham,eng ENG,1. Premier League,14th,5,2,309,3.4,7,2.04,16.0,9.0,68.8,0,1,1,1,50.0,2.0,2.0,0.0,0.0,0.0,0,67.0,92.0,72.8,1737.0,1323.0,25.0,25.0,100.0,22.0,22.0,100.0,19.0,43.0,44.2
12,2023-2024,30,West Ham,eng ENG,1. Premier League,6th,17,17,"1,530",17.0,24,1.41,91.0,67.0,76.9,8,4,5,4,23.5,4.0,3.0,1.0,0.0,25.0,0,332.0,508.0,65.4,10512.0,7664.0,41.0,42.0,97.6,148.0,148.0,100.0,141.0,313.0,45.0
13,1998-1999,20,Parma,it ITA,1. Serie A,4th,34,34,"3,060",34.0,36,1.06,186.0,150.0,80.6,15,10,9,11,32.4,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,1999-2000,21,Parma,it ITA,1. Serie A,5th,32,32,"2,880",32.0,37,1.16,146.0,109.0,74.7,14,10,8,12,37.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,2000-2001,22,Parma,it ITA,1. Serie A,4th,34,34,"3,060",34.0,31,0.91,146.0,115.0,78.8,16,8,10,16,47.1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,2001-2002,23,Juventus,it ITA,1. Serie A,1st,34,34,"3,060",34.0,23,0.68,134.0,111.0,82.8,20,11,3,18,52.9,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,2002-2003,24,Juventus,it ITA,1. Serie A,1st,32,32,"2,827",31.4,23,0.73,108.0,85.0,78.7,19,9,4,14,43.8,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,2003-2004,25,Juventus,it ITA,1. Serie A,3rd,32,32,"2,880",32.0,41,1.28,132.0,91.0,68.9,19,6,7,11,34.4,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,2004-2005,26,Juventus,it ITA,1. Serie A,1st,37,37,"3,285",36.5,25,0.68,109.0,84.0,77.1,25,8,3,19,51.4,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,2005-2006,27,Juventus,it ITA,1. Serie A,20th,18,18,"1,619",18.0,12,0.67,46.0,34.0,73.9,11,7,0,6,33.3,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,2006-2007,28,Juventus,it ITA,2. Serie B,1st,37,37,"3,253",36.1,22,0.61,131.0,109.0,83.2,25,9,2,20,54.1,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,2007-2008,29,Juventus,it ITA,1. Serie A,3rd,34,34,"3,050",33.9,30,0.89,133.0,103.0,77.4,19,10,5,16,47.1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,2008-2009,30,Juventus,it ITA,1. Serie A,2nd,23,23,"2,025",22.5,26,1.16,92.0,66.0,71.7,11,8,4,8,34.8,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,2009-2010,31,Juventus,it ITA,1. Serie A,7th,27,27,"2,378",26.4,34,1.29,102.0,68.0,66.7,13,5,8,7,25.9,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,2010-2011,32,Juventus,it ITA,1. Serie A,7th,16,16,"1,362",15.1,17,1.12,57.0,40.0,70.2,5,6,4,4,25.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,2011-2012,33,Juventus,it ITA,1. Serie A,1st,35,35,"3,150",35.0,16,0.46,97.0,81.0,83.5,21,14,0,21,60.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,2012-2013,34,Juventus,it ITA,1. Serie A,1st,32,32,"2,880",32.0,19,0.59,94.0,75.0,79.8,23,5,4,16,50.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,2013-2014,35,Juventus,it ITA,1. Serie A,1st,33,33,"2,866",31.8,20,0.63,107.0,87.0,81.3,28,3,2,20,60.6,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,2014-2015,36,Juventus,it ITA,1. Serie A,1st,33,33,"2,970",33.0,20,0.61,83.0,63.0,75.9,23,8,2,18,54.5,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,2015-2016,37,Juventus,it ITA,1. Serie A,1st,35,35,"3,150",35.0,17,0.49,88.0,71.0,80.7,28,3,4,21,60.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,2016-2017,38,Juventus,it ITA,1. Serie A,1st,30,30,"2,655",29.5,24,0.81,91.0,67.0,74.7,22,3,5,12,40.0,1.0,1.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,2017-2018,39,Juventus,it ITA,1. Serie A,1st,21,21,"1,862",20.7,14,0.68,56.0,43.0,80.4,17,2,2,11,52.4,4.0,3.0,1.0,0.0,25.0,1,501.0,624.0,80.3,13875.0,8678.0,63.0,63.0,100.0,282.0,287.0,98.3,154.0,272.0,56.6
33,2018-2019,40,Paris S-G,fr FRA,1. Ligue 1,1st,17,17,"1,530",17.0,18,1.06,65.0,49.0,73.8,13,1,3,6,35.3,2.0,1.0,1.0,0.0,50.0,1,374.0,410.0,91.2,7958.0,5763.0,96.0,96.0,100.0,216.0,217.0,99.5,57.0,90.0,63.3
34,2019-2020,41,Juventus,it ITA,1. Serie A,1st,9,9,810,9.0,10,1.11,33.0,23.0,72.7,7,1,1,1,11.1,2.0,1.0,0.0,1.0,0.0,1,191.0,208.0,91.8,4081.0,2730.0,51.0,51.0,100.0,99.0,99.0,100.0,35.0,51.0,68.6
35,2020-2021,42,Juventus,it ITA,1. Serie A,4th,8,8,720,8.0,5,0.62,21.0,15.0,85.7,7,1,0,3,37.5,3.0,2.0,1.0,0.0,33.3,0,259.0,307.0,84.4,5844.0,3805.0,70.0,70.0,100.0,132.0,133.0,99.2,54.0,100.0,54.0
36,2021-2022,43,Parma,it ITA,2. Serie B,12th,26,25,"2,272",25.2,27,1.07,117.0,89.0,80.3,7,12,6,8,32.0,7.0,4.0,2.0,1.0,33.3,0,623.0,800.0,77.9,16340.0,11719.0,129.0,129.0,100.0,296.0,299.0,99.0,186.0,356.0,52.2
37,2022-2023,44,Parma,it ITA,2. Serie B,4th,17,17,"1,529",17.0,22,1.29,58.0,37.0,67.2,9,4,4,4,23.5,3.0,3.0,0.0,0.0,0.0,0,350.0,509.0,68.8,9189.0,6875.0,60.0,60.0,100.0,189.0,190.0,99.5,98.0,256.0,38.3
38,1999-2000,18,Real Madrid,es ESP,1. La Liga,5th,27,26,"2,382",26.5,25,0.94,138.0,113.0,81.9,13,10,3,7,26.9,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,2000-2001,19,Real Madrid,es ESP,1. La Liga,1st,34,34,"3,038",33.8,37,1.1,159.0,122.0,76.7,22,6,6,13,38.2,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,2001-2002,20,Real Madrid,es ESP,1. La Liga,3rd,25,25,"2,250",25.0,27,1.08,118.0,91.0,77.1,13,5,7,9,36.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,2002-2003,21,Real Madrid,es ESP,1. La Liga,1st,38,38,"3,420",38.0,42,1.11,173.0,131.0,75.7,22,12,4,10,26.3,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,2003-2004,22,Real Madrid,es ESP,1. La Liga,4th,37,37,"3,330",37.0,50,1.35,167.0,117.0,70.1,20,10,7,5,13.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,2004-2005,23,Real Madrid,es ESP,1. La Liga,2nd,37,37,"3,293",36.6,30,0.82,194.0,164.0,84.5,24,5,7,15,40.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,2005-2006,24,Real Madrid,es ESP,1. La Liga,2nd,37,37,"3,320",36.9,38,1.03,169.0,131.0,77.5,19,10,8,15,40.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,2006-2007,25,Real Madrid,es ESP,1. La Liga,1st,38,38,"3,420",38.0,40,1.05,159.0,119.0,74.8,23,7,8,11,28.9,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,2007-2008,26,Real Madrid,es ESP,1. La Liga,1st,36,36,"3,240",36.0,32,0.89,160.0,128.0,80.0,26,3,7,14,38.9,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,2008-2009,27,Real Madrid,es ESP,1. La Liga,2nd,38,38,"3,420",38.0,52,1.37,175.0,123.0,70.3,25,3,10,14,36.8,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,2009-2010,28,Real Madrid,es ESP,1. La Liga,2nd,38,38,"3,420",38.0,35,0.92,140.0,105.0,75.0,31,3,4,15,39.5,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,2010-2011,29,Real Madrid,es ESP,1. La Liga,2nd,35,35,"3,062",34.0,32,0.94,115.0,83.0,72.2,26,5,4,14,40.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,2011-2012,30,Real Madrid,es ESP,1. La Liga,1st,37,37,"3,330",37.0,31,0.84,128.0,97.0,75.8,31,4,2,14,37.8,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,2012-2013,31,Real Madrid,es ESP,1. La Liga,2nd,19,18,"1,703",18.9,17,0.9,50.0,33.0,66.0,12,4,3,8,44.4,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,2013-2014,32,Real Madrid,es ESP,1. La Liga,3rd,2,2,180,2.0,2,1.0,4.0,2.0,50.0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,2014-2015,33,Real Madrid,es ESP,1. La Liga,2nd,32,32,"2,880",32.0,35,1.09,118.0,83.0,70.3,24,2,6,12,37.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,2015-2016,34,Porto,pt POR,1. Primeira Liga,3rd,32,32,"2,880",32.0,28,0.87,90.0,62.0,68.9,21,4,7,13,40.6,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,2016-2017,35,Porto,pt POR,1. Primeira Liga,2nd,33,33,"2,970",33.0,16,0.48,73.0,57.0,80.8,22,10,1,19,57.6,3.0,2.0,0.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,2017-2018,36,Porto,pt POR,1. Primeira Liga,1st,20,19,"1,755",19.5,9,0.46,57.0,48.0,84.2,17,1,2,12,63.2,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,2018-2019,37,Porto,pt POR,1. Primeira Liga,2nd,31,31,"2,790",31.0,19,0.61,68.0,50.0,76.5,24,4,3,18,58.1,3.0,3.0,0.0,0.0,0.0,1,645.0,870.0,74.1,18832.0,14308.0,77.0,77.0,100.0,319.0,326.0,97.9,247.0,464.0,53.2
58,2002-2003,20,Rennes,fr FRA,1. Ligue 1,15th,36,36,"3,240",36.0,40,1.11,169.0,129.0,76.3,10,9,17,12,33.3,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,2003-2004,21,Rennes,fr FRA,1. Ligue 1,9th,33,33,"2,905",32.3,31,0.96,140.0,109.0,77.9,12,9,11,12,36.4,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,2004-2005,22,Chelsea,eng ENG,1. Premier League,1st,35,35,"3,150",35.0,13,0.37,102.0,89.0,87.3,27,7,1,24,68.6,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,2005-2006,23,Chelsea,eng ENG,1. Premier League,1st,34,34,"3,015",33.5,20,0.6,139.0,119.0,85.6,27,4,3,18,52.9,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,2006-2007,24,Chelsea,eng ENG,1. Premier League,2nd,20,20,"1,715",19.1,9,0.47,104.0,95.0,91.3,14,5,1,13,65.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
