,Season,Age,Squad,Country,Comp,LgRank,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Awards,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3
10,2006-2007,23,Real Sociedad,es ESP,1. La Liga,19th,29,29,"2,610",29.0,29.0,1.0,151.0,122,80.8,8,7,14,8,27.6,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,2008-2009,25,Real Sociedad,es ESP,2. Segunda División,6th,32,32,"2,880",32.0,28.0,0.87,104.0,76,73.1,14,11,7,13,40.6,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,2009-2010,26,Real Sociedad,es ESP,2. Segunda División,1st,25,25,"2,156",24.0,22.0,0.92,110.0,88,80.0,13,7,4,8,32.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,2010-2011,27,Real Sociedad,es ESP,1. La Liga,15th,38,38,"3,420",38.0,66.0,1.74,205.0,139,67.8,14,3,21,9,23.7,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,2011-2012,28,Real Sociedad,es ESP,1. La Liga,12th,37,37,"3,330",37.0,51.0,1.38,195.0,144,73.8,12,10,15,12,32.4,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,2012-2013,29,Real Sociedad,es ESP,1. La Liga,4th,31,31,"2,790",31.0,40.0,1.29,142.0,102,71.8,16,10,5,9,29.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,2013-2014,30,Real Sociedad,es ESP,1. La Liga,7th,37,37,"3,330",37.0,54.0,1.46,178.0,124,69.7,16,11,10,12,32.4,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,2014-2015,31,Barcelona,es ESP,1. La Liga,1st,37,37,"3,330",37.0,19.0,0.51,89.0,70,78.7,30,3,4,23,62.2,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,2015-2016,32,Barcelona,es ESP,1. La Liga,1st,32,32,"2,878",32.0,22.0,0.69,107.0,86,80.4,24,4,4,16,50.0,1.0,1.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,2016-2017,33,Barcelona,es ESP,1. La Liga,2nd,1,1,90,1.0,2.0,2.0,2.0,0,0.0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,2016-2017,33,Manchester City,eng ENG,1. Premier League,3rd,22,22,"1,968",21.9,26.0,1.19,60.0,34,56.7,12,5,5,5,22.7,1.0,0.0,1.0,0.0,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,2017-2018,34,Manchester City,eng ENG,1. Premier League,1st,3,2,226,2.5,1.0,0.4,5.0,4,80.0,2,0,0,2,100.0,0.0,0.0,0.0,0.0,0.0,0,64.0,71.0,90.1,1601.0,1126.0,4.0,4.0,100.0,43.0,44.0,97.7,17.0,23.0,73.9
22,2019-2020,36,Manchester City,eng ENG,1. Premier League,2nd,4,3,347,3.9,7.0,1.82,15.0,8,53.3,2,0,1,1,33.3,0.0,0.0,0.0,0.0,0.0,0,107.0,136.0,78.7,2579.0,1755.0,32.0,33.0,97.0,48.0,49.0,98.0,27.0,54.0,50.0
23,2020-2021,37,Betis,es ESP,1. La Liga,6th,20,20,"1,800",20.0,25.0,1.25,75.0,50,72.0,8,8,4,7,35.0,5.0,4.0,1.0,0.0,20.0,0,422.0,648.0,65.1,12642.0,9294.0,78.0,78.0,100.0,175.0,177.0,98.9,162.0,385.0,42.1
24,2021-2022,38,Betis,es ESP,1. La Liga,5th,17,17,"1,456",16.2,19.0,1.17,56.0,39,67.9,8,4,5,5,29.4,1.0,1.0,0.0,0.0,0.0,0,332.0,507.0,65.5,10758.0,8164.0,55.0,55.0,100.0,128.0,132.0,97.0,147.0,315.0,46.7
25,2022-2023,39,Betis,es ESP,1. La Liga,6th,12,12,"1,080",12.0,9.0,0.75,42.0,33,81.0,5,5,2,4,33.3,1.0,1.0,0.0,0.0,0.0,0,232.0,392.0,59.2,7419.0,5674.0,44.0,44.0,100.0,89.0,91.0,97.8,96.0,251.0,38.2
26,2023-2024,40,Betis,es ESP,1. La Liga,7th,7,7,630,7.0,5.0,0.71,20.0,16,75.0,3,4,0,2,28.6,0.0,0.0,0.0,0.0,0.0,0,186.0,230.0,80.9,4988.0,3322.0,42.0,42.0,100.0,86.0,86.0,100.0,56.0,99.0,56.6
27,2015-2016,16,Milan,it ITA,1. Serie A,7th,30,30,"2,628",29.2,29.0,0.99,107.0,78,72.9,12,9,7,10,33.3,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,2016-2017,17,Milan,it ITA,1. Serie A,6th,38,38,"3,420",38.0,45.0,1.18,189.0,144,78.8,18,9,11,12,31.6,10.0,5.0,2.0,3.0,28.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,2017-2018,18,Milan,it ITA,1. Serie A,6th,38,38,"3,420",38.0,42.0,1.11,132.0,91,69.7,18,10,10,12,31.6,3.0,2.0,0.0,1.0,0.0,0,984.0,1238.0,79.5,26149.0,18283.0,188.0,189.0,99.5,463.0,468.0,98.9,328.0,572.0,57.3
30,2018-2019,19,Milan,it ITA,1. Serie A,5th,36,36,"3,092",34.4,31.0,0.9,126.0,95,77.8,18,11,7,11,30.6,4.0,3.0,1.0,0.0,25.0,0,977.0,1173.0,83.3,25291.0,18286.0,167.0,168.0,99.4,524.0,534.0,98.1,281.0,466.0,60.3
31,2019-2020,20,Milan,it ITA,1. Serie A,6th,36,36,"3,201",35.6,42.0,1.18,141.0,96,73.0,18,9,9,12,33.3,8.0,4.0,4.0,0.0,50.0,0,880.0,1139.0,77.3,23874.0,17594.0,166.0,167.0,99.4,419.0,426.0,98.4,291.0,540.0,53.9
